"ticker";"idorden";"nada";"fondo";"accion";"porcentaje";"mes";"ano";"id";"ultimo";"previo";"repercusion";"diahora"
"NOTA.F";31;"Estimado";"BOLSAINTERNACIONAL";"NOVARTIS CHF 292 0,43 309 0,51";1.74;"Febrero";2024;336;103.5;103.5;0;2024-09-11 12:54:50
"NOTA.F";31;"Estimado";"SANIDAD";"NOVARTIS CHF 10.420 2,47 24.187 5,94";2.46;"Mayo";2024;336;103.5;103.5;0;2024-09-11 12:54:50
"NOVN.SW";31;"Estimado";"BOLSAEUROPA";"NOVARTIS CHF 2.211 2,12 2.030 2,15";1.94;"Mayo";2024;337;97.47;98.81;-2.63090780285397;2024-09-11 12:54:50
"NOVO-B.CO";31;"";"BOLSAEUROPA";"NOVO DKK 3.178 1,93 3.154 1,98";3.84;"Agosto";2024;338;890.5;875.3;6.66834228264597;2024-09-11 12:54:50
"NOVO-B.CO";15;"";"MEGATRENDS";"NOVO DKK 10.336 2,04 8.830 1,85";2.43;"Junio";2024;338;890.5;875.3;4.2198103507369;2024-09-11 12:54:50
"NTGY.MC";35880;"1500";"BESTIDEAS";"Naturgy Energy Group, S.A.";5.937176619;"662.79747";22.12;339;23;22.94;1.55287967367041;2024-09-11 12:54:50
"NVDA";31;"";"MEGATRENDS";"NVIDIA CORP USD 2.240 1,99 260 0,92";4.58;"Agosto";2024;340;114.39;108.1;26.6495837187789;2024-09-11 12:54:50
"NVDA";31;"";"BOLSAUSA";"NVIDIA CORP USD 2.637 2,23 -- --";5.66;"Agosto";2024;340;114.39;108.1;32.9337650323775;2024-09-11 12:54:50
"NVDA";31;"";"TECNOLOGICO";"NVIDIA CORP USD 6.714 2,19 3.612 1,25";6.6;"Agosto";2024;340;114.39;108.1;38.4033302497688;2024-09-11 12:54:50
"NVDA";31;"";"GLOBAL";"NVIDIA CORP USD 12.145 1,94 -- --";3.48;"Agosto";2024;340;114.39;108.1;20.2490286771508;2024-09-11 12:54:50
"NVDA";31;"";"BOLSAINTERNACIONAL";"NVIDIA CORP USD 683 1,01 -- --";3.2;"Agosto";2024;340;114.39;108.1;18.6197964847364;2024-09-11 12:54:50
"NVO";31;"";"SANIDAD";"NOVO DKK 9.698 2,30 12.491 3,07";5.6;"Agosto";2024;341;135.538;129.78;24.8457389428264;2024-09-11 12:54:50
"NVO";39999.96;"333";"BESTIDEAS";"NOVO-NORDISK";7.157529454;"738.90391";120.12;341;135.538;129.78;31.7560907660133;2024-09-11 12:54:50
"NXS.DE";31;"";"MEGATRENDS";"NEXANS SA EUR 7.565 1,49 8.051 1,69";2.43;"Junio";2024;342;120.4;117.3;6.4219948849105;2024-09-11 12:54:50
"NXS.SG";31;"Estimado";"NEWENERGY";"NEXANS SA EUR 2.126 4,07 2.146 3,96";2.98;"Junio";2024;343;117.9;115;7.51478260869567;2024-09-11 12:54:50
"OCI.AS";NA;"Estimado";"BOLSAEUROPA";"OCI NV EUR 879 0,84 -- --";1.94;"Mayo";2023;344;26.37;26.64;-1.96621621621621;2024-09-11 12:54:50
"OKE";31;"Estimado";"SECTORINMOBILIARIO";"ONEOK USD 265 1,42 -- --";2.21;"Diciembre";2023;345;90.46;91.72;-3.03597906672483;2024-09-11 12:54:50
"OR.PA";27543.5;"77";"BESTIDEAS";"LOREAL";6.120991106;"508.8005";444.25;346;367.7;376.55;-14.3860765603771;2024-09-11 12:54:50
"OR.PA";15;"Estimado";"BOLSAEUROPA";"LOREAL EUR 3.507 2,13 1.782 1,12";1.96;"Junio";2024;346;367.7;376.55;-4.60655955384412;2024-09-11 12:54:50
"OR.PA";15;"Estimado";"GLOBAL";"LOREAL EUR 8.188 1,48 7.787 1,52";2.37;"Mayo";2024;346;367.7;376.55;-5.57017660337274;2024-09-11 12:54:50
"ORCL";31;"";"TECNOLOGICO";"ORACLE CORP USD 3.888 0,98 3.442 0,97";2.73;"Agosto";2024;347;157.31;155.89;2.48675348001799;2024-09-11 12:54:50
"ORCL";31;"";"BOLSAUSA";"ORACLE CORP USD 778 1,13 159 0,26";0.6;"Diciembre";2023;347;157.31;155.89;0.54653922637758;2024-09-11 12:54:50
"ORSTED.CO";31;"Estimado";"NEWENERGY";"ORSTED  DKK 1.060 2,96 760 2,39";2.98;"Junio";2024;348;429.7;407.2;16.4661100196464;2024-09-11 12:54:50
"ORSTED.CO";14;"Estimado";"BOLSAEUROPA";"ORSTED A DKK 3.581 2,17 -- --";1.96;"Junio";2023;348;429.7;407.2;10.8300589390963;2024-09-11 12:54:50
"OTB.L";31;"";"SMALLCAPS";"ON THE BEACH GBP 2.503 1,39 -- --";0.37;"Diciembre";2023;349;141.2;145.8;-1.16735253772291;2024-09-11 12:54:50
"PANW";31;"Estimado";"TECNOLOGICO";"PALO ALTO USD 2.086 0,53 -- --";2.4;"Julio";2024;350;339.886;347.58;-5.31261867771446;2024-09-11 12:54:50
"PBR-A";0;"0";"BESTIDEAS";"PETROLEO BRASIL-SP";0;"0";14.65;351;13.255;13.16;0;2024-09-11 12:54:50
"PCE1.SG";NA;"";"BOLSAUSA";"BOOKING HOLDINGS USD 1.607 1,33 619 0,52";1.33;"Diciembre";2023;352;3421;3463;-1.61305226682068;2024-09-11 12:54:50
"PEP";31;"Estimado";"DIVIDENDO";"PEPSICO INC USD 4.824 3,01 -- --";2.4;"Agosto";2024;353;175.08;177.81;-3.68483212417748;2024-09-11 12:54:50
"PEP";NA;"";"BOLSAINTERNACIONAL";"PEPSICO INC USD 1.019 0,47 -- --";0.67;"Diciembre";2023;353;175.08;177.81;-1.02868230133288;2024-09-11 12:54:50
"PEP";31;"";"BOLSAUSA";"PEPSICO INC USD 362 0,53 364 0,59";0.99;"Diciembre";2023;353;175.08;177.81;-1.51999325122321;2024-09-11 12:54:50
"PEP";31;"Estimado";"GLOBAL";"PEPSICO INC USD 3.038 0,66 -- --";2.37;"Mayo";2023;353;175.08;177.81;-3.63877172262526;2024-09-11 12:54:50
"PFE";31;"";"BOLSAINTERNACIONAL";"PFIZER USD 803 1,19 783 1,28";0.86;"Diciembre";2023;354;29.525;29.74;-0.621721587088096;2024-09-11 12:54:50
"PFE";31;"Estimado";"SANIDAD";"PFIZER USD 6.499 1,91 7.088 2,42";2.48;"Agosto";2024;354;29.525;29.74;-1.79287155346335;2024-09-11 12:54:50
"PFE";15;"Estimado";"BOLSAUSA";"PFIZER USD 1.101 3,46 1.258 4,25";1.67;"Abril";2024;354;29.525;29.74;-1.20729657027572;2024-09-11 12:54:50
"PG";31;"";"BOLSAUSA";"PROCTER  GAMBLE USD 3.864 1,51 -- â€“";1.28;"Diciembre";2023;355;174.62;177.79;-2.28224309578716;2024-09-11 12:54:50
"PG";31;"";"DIVIDENDO";"PROCTER  GAMBLE USD 3.864 1,51 -- â€“";1.7;"Diciembre";2023;355;174.62;177.79;-3.03110411159232;2024-09-11 12:54:50
"PG";31;"";"GLOBAL";"PROCTER  GAMBLE USD 3.864 1,51 -- â€“";2.79;"Agosto";2024;355;174.62;177.79;-4.97457674784857;2024-09-11 12:54:50
"PG";31;"";"BOLSAINTERNACIONAL";"PROCTER  GAMBLE USD 3.864 1,51 -- â€“";1.11;"Diciembre";2023;355;174.62;177.79;-1.97913268462792;2024-09-11 12:54:50
"PG";6209.19;"39";"BESTIDEAS";"PROCTER GAMBLE CO THE";1.111062619;"114.69998";159.21;355;174.62;177.79;-1.98102733687496;2024-09-11 12:54:50
"PLD";31;"";"SECTORINMOBILIARIO";"PROLOGIS INC USD 314 1,68 874 6,30";3.7;"Agosto";2024;356;130.73;132.4;-4.66691842900306;2024-09-11 12:54:50
"PODD";NA;"Estimado";"MEGATRENDS";"INSULET CORP USD 13.653 3,07 -- --";2.43;"Junio";2024;357;225.43;226.5;-1.14794701986754;2024-09-11 12:54:50
"PODD";NA;"";"SANIDAD";"INSULET CORP USD 8.015 1,66 -- --";2.54;"Agosto";2023;357;225.43;226.5;-1.19991169977924;2024-09-11 12:54:50
"PQQ2.F";31;"Estimado";"SMALLCAPS";"HARBOUR ENERGY GBP 71 0,06 2.153 1,74";0.06;"Diciembre";2023;358;3.04;3.18;-0.264150943396227;2024-09-11 12:54:50
"PRU.L";31;"";"FINANCIERO";"PRUDENTIAL GBP 835 3,58 934 3,48";2.18;"Diciembre";2023;359;613.2;601.4;4.27735284336551;2024-09-11 12:54:50
"PRU.L";31;"";"BOLSAINTERNACIONAL";"PRUDENTIAL GBP 543 0,81 -- --";1.49;"Diciembre";2023;359;613.2;601.4;2.92351180578652;2024-09-11 12:54:50
"PRY.MI";15;"Estimado";"MEGATRENDS";"PRYSMIAN SPA EUR 10.467 2,19 7.915 1,85";2.43;"Junio";2024;360;60.58;60.58;0;2024-09-11 12:54:50
"PRY.MI";31;"";"NEWENERGY";"PRYSMIAN SPA EUR 10.467 2,19 7.915 1,85";3.54;"Agosto";2024;360;60.58;60.58;0;2024-09-11 12:54:50
"PUK";NA;"";"BOLSAEUROPA";"PRUDENTIAL GBP 929 0,89 789 0,84";0.92;"Diciembre";2023;361;16.415;16.08;1.91666666666667;2024-09-11 12:54:50
"PWR";NA;"";"SECTORINMOBILIARIO";"QUANTA SERVICES USD 162 0,96 -- --";1.32;"Diciembre";2023;362;262.93;250.03;6.81038275406951;2024-09-11 12:54:50
"PWR";NA;"";"BOLSAUSA";"QUANTA SERVICES USD 720 0,61 -- --";0.65;"Diciembre";2023;362;262.93;250.03;3.35359756829181;2024-09-11 12:54:50
"PYPL";15;"";"TECNOLOGICO";"PAYPAL HOLDINGS INC USD 3.376 1,10 -- -";1.44;"Diciembre";2023;363;69.022;68.85;0.359738562091527;2024-09-11 12:54:50
"PYPL";31;"";"GLOBAL";"PAYPAL HOLDINGS INC USD 5.788 1,49 4.027 1,16";1.36;"Diciembre";2023;363;69.022;68.85;0.339753086419775;2024-09-11 12:54:50
"PYPL";31;"";"MEGATRENDS";"PAYPAL HOLDINGS INC USD 3.087 2,75 -- -";1.51;"Diciembre";2023;363;69.022;68.85;0.377225853304309;2024-09-11 12:54:50
"PYPL";31;"";"BOLSAUSA";"PAYPAL HOLDINGS INC USD 1.035 1,51 959 1,57";0.92;"Diciembre";2023;363;69.022;68.85;0.229832970225142;2024-09-11 12:54:50
"QCI.F";NA;"Estimado";"DIVIDENDO";"QUALCOMM USD 5.503 1,67 -- --";2.4;"Julio";2023;364;146.44;146.98;-0.881752619403988;2024-09-11 12:54:50
"QCI.HA";NA;"";"BOLSAINTERNACIONAL";"QUALCOMM USD 1.834 0,67 -- --";0.67;"Diciembre";2023;365;146.02;145.18;0.387656702025074;2024-09-11 12:54:50
"QCOM";31;"";"MEGATRENDS";"QUALCOMM USD 9.643 2,32 -- --";2.43;"Junio";2023;366;163.74;161.68;3.09611578426522;2024-09-11 12:54:50
"QCOM";31;"";"BOLSAUSA";"QUALCOMM USD 1.130 1,65 1.247 2,04";1.08;"Diciembre";2023;366;163.74;161.68;1.37605145967343;2024-09-11 12:54:50
"QCOM";15;"";"TECNOLOGICO";"QUALCOMM USD 2.261 0,57 2.494 0,70";2.12;"Diciembre";2023;366;163.74;161.68;2.70113805047007;2024-09-11 12:54:50
"QIA.DE";15;"Estimado";"SANIDAD";"QIAGEN NV EUR 1.782 0,52 -- -";2.46;"Mayo";2024;367;41.62;41.5;0.711325301204804;2024-09-11 12:54:50
"QIA.DE";15;"";"MEGATRENDS";"QIAGEN NV EUR 12.332 2,53 13.567 2,69";2.43;"Junio";2023;367;41.62;41.5;0.702650602409624;2024-09-11 12:54:50
"RACE.MI";31;"";"GLOBAL";"FERRARI NV EUR 5.080 1,11 -- --";0.78;"Diciembre";2023;368;423.2;424.7;-0.275488580174241;2024-09-11 12:54:50
"REN.AS";31;"";"SMALLCAPS";"RELX PLC EUR 517 0,58 -- --";0.58;"Diciembre";2023;369;42.38;42.68;-0.407685098406744;2024-09-11 12:54:50
"RENE.LS";NA;"";"SECTORINMOBILIARIO";"REN- REDES EUR 267 1,58 239 1,39";1.31;"Diciembre";2023;370;2.45;2.44;0.536885245901652;2024-09-11 12:54:50
"REP.MC";31;"Estimado";"BOLSAEUROPA";"REPSOL SA EUR 2.108 2,27 -- --";1.94;"Mayo";2023;371;11.625;11.615;0.16702539819199;2024-09-11 12:54:50
"REP.MC";31;"";"BOLSAESPANA";"REPSOL SA EUR 2.852 4,79 3.884 5,82";3.78;"Agosto";2024;371;11.625;11.615;0.325441239776145;2024-09-11 12:54:50
"REP.MC";15;"Estimado";"DIVIDENDO";"REPSOL SA EUR 6.257 2,44 7.447 3,06";2.35;"Julio";2024;371;11.625;11.615;0.202324580284111;2024-09-11 12:54:50
"REP.MC";26072.37;"1737";"BESTIDEAS";"Repsol, S.A.";3.851010579;"481.62488";12.39;371;11.625;11.615;0.331554935772701;2024-09-11 12:54:50
"RIO.L";31;"";"DIVIDENDO";"RIO TINTO PLC GBP 1.956 1,19 1.833 1,15";1.44;"Diciembre";2023;372;4630.5;4561;2.19425564569173;2024-09-11 12:54:50
"RKT.L";NA;"";"BOLSAINTERNACIONAL";"RECKITT BENCKISER GBP 1.873 0,68 1.376 0,63";0.68;"Diciembre";2023;373;4570;4519;0.767426421774729;2024-09-11 12:54:50
"RKT.L";31;"";"DIVIDENDO";"RECKITT BENCKISER GBP 5.185 2,60 5.661 3,27";2.01;"Diciembre";2023;373;4570;4519;2.26842221730471;2024-09-11 12:54:50
"RKT.L";31;"Estimado";"GLOBAL";"RECKITT BENCKISER GBP 11.106 2,85 5.783 1,67";2.37;"Mayo";2024;373;4570;4519;2.67470679353839;2024-09-11 12:54:50
"RKT.L";15;"Estimado";"BOLSAEUROPA";"RECKITT BENCKISER GBP 4.558 2,50 -- --";1.94;"Mayo";2024;373;4570;4519;2.18942243859261;2024-09-11 12:54:50
"RMC.BE";NA;"";"BOLSAEUROPA";"REMY COINTREAU EUR 230 0,29 -- --";0.29;"Diciembre";2023;374;63.85;65.3;-0.643950995405817;2024-09-11 12:54:50
"RMS.PA";31;"";"GLOBAL";"HERMES INTERNATIONAL EUR 7.023 1,27 6.544 1,28";1.93;"Diciembre";2023;375;1904;1896;0.814345991561181;2024-09-11 12:54:50
"RMS.PA";31;"";"BOLSAEUROPA";"HERMES INTERNATIONAL EUR 974 1,12 -- --";1.44;"Diciembre";2023;375;1904;1896;0.607594936708861;2024-09-11 12:54:50
"RN4.F";15;"Estimado";"SMALLCAPS";"REN- REDES EUR 781 0,88 -- --";1.79;"Marzo";2024;376;2.42;2.43;-0.736625514403309;2024-09-11 12:54:50
"ROG.SW";15;"Estimado";"DIVIDENDO";"ROCHE HOLDINGS CHF 2.543 1,39 2.177 1,20";2.35;"Julio";2024;377;268.8;268.9;-0.0873930829304276;2024-09-11 12:54:50
"ROG.SW";31;"";"BOLSAEUROPA";"ROCHE HOLDINGS CHF 2.350 2,69 -- --";3.11;"Agosto";2024;377;268.8;268.9;-0.115656377835587;2024-09-11 12:54:50
"ROG.SW";31;"";"SANIDAD";"ROCHE HOLDINGS CHF 10.224 2,42 20.864 5,13";3.57;"Agosto";2024;377;268.8;268.9;-0.132763108962394;2024-09-11 12:54:50
"ROR.L";NA;"";"SMALLCAPS";"ROTORK GBP 1.861 1,50 1.815 2,05";2.12;"Agosto";2023;378;323.2;322.6;0.394296342219444;2024-09-11 12:54:50
"ROVI.MC";31;"";"SMALLCAPS";"LABORATORIOS FARMA EUR 692 0,56 3.345 2,70";0.56;"Diciembre";2023;379;75.1;76.45;-0.988881621975153;2024-09-11 12:54:50
"ROVI.MC";31;"";"BOLSAESPANA";"LABORATORIOS FARMA EUR 508 1,36 672 1,62";1.27;"Diciembre";2023;379;75.1;76.45;-2.24264224983651;2024-09-11 12:54:50
"RWE.DE";31;"Estimado";"BOLSAEUROPA";"R.W.E AG EUR 1.327 2,43 1.718 4,32";1.94;"Mayo";2024;380;32.84;33.11;-1.58199939595286;2024-09-11 12:54:50
"RXL.PA";31;"";"SMALLCAPS";"REXEL SA EUR 2.216 1,79 2.176 2,46";1.95;"Julio";2024;381;22.11;22.23;-1.05263157894738;2024-09-11 12:54:50
"RYC.DU";31;"";"FINANCIERO";"ROYAL BK CANADA USD 276 2,38 277 2,33";2.54;"Diciembre";2023;382;110.14;109.58;1.29804708888484;2024-09-11 12:54:50
"SAN.MC";31;"";"BOLSAESPANA";"BANCO SANTANDER EUR";8.2;"Agosto";2024;383;4.246;4.2465;-0.0965501000823673;2024-09-11 12:54:50
"SAN.PA";31;"";"BOLSAEUROPA";"SANOFI SA EUR 3.137 1,72 3.416 2,44";2.47;"Agosto";2024;384;104.56;105.58;-2.38624739534002;2024-09-11 12:54:50
"SAN.PA";15;"Estimado";"DIVIDENDO";"SANOFI SA EUR 8.308 4,56 7.895 4,34";2.35;"Julio";2024;384;104.56;105.58;-2.27031634779313;2024-09-11 12:54:50
"SAN.PA";15;"";"SANIDAD";"SANOFI SA EUR 17.612 5,17 13.893 4,75";2.07;"Diciembre";2023;384;104.56;105.58;-1.99981057018374;2024-09-11 12:54:50
"SAP.DE";31;"";"BOLSAEUROPA";"SAP SE EUR 4.041 2,27 3.645 2,29";1.14;"Diciembre";2023;385;194.42;192.54;1.113119351823;2024-09-11 12:54:50
"SAP.DE";31;"";"TECNOLOGICO";"SAP SE EUR 6.161 1,56 14.904 4,19";1.77;"Diciembre";2023;385;194.42;192.54;1.72826425677781;2024-09-11 12:54:50
"SAP.DE";31;"";"GLOBAL";"SAP SE EUR 7.571 1,66 -- --";0.87;"Diciembre";2023;385;194.42;192.54;0.849485821128075;2024-09-11 12:54:50
"SAP.DE";15;"";"MEGATRENDS";"SAP SE EUR 5.221 1,60 5.361 2,10";2.45;"Junio";2024;385;194.42;192.54;2.39223018593538;2024-09-11 12:54:50
"SBUX";28;"";"GLOBAL";"STARBUCKS USD 6.654 1,71 10.315 2,97";1.18;"Diciembre";2023;386;96.665;93.34;4.20344975358903;2024-09-11 12:54:50
"SBUX";31;"";"BOLSAUSA";"STARBUCKS USD 279 0,41 263 0,43";0.43;"Diciembre";2023;386;96.665;93.34;1.53176558817227;2024-09-11 12:54:50
"SCATC.OL";31;"";"NEWENERGY";"SCATEC ASA NOK 774 1,42 -- --";1.35;"Diciembre";2023;387;80.35;77.85;4.33526011560694;2024-09-11 12:54:50
"SCHW";NA;"";"BOLSAUSA";"SCHWAB CORP USD 436 0,36 -- --";0.36;"Diciembre";2023;388;62.945;63.06;-0.0656517602283551;2024-09-11 12:54:50
"SCYR.MC";31;"Estimado";"SECTORINMOBILIARIO";"SACYR EUR 202 1,87 1.145 2,55";2.21;"Julio";2024;389;3.11;3.102;0.569954867827209;2024-09-11 12:54:50
"SCYR.MC";31;"";"BOLSAESPANA";"SACYR EUR 733 1,54 679 1,42";1.32;"Diciembre";2023;389;3.11;3.102;0.340425531914894;2024-09-11 12:54:50
"SCYR.MC";31;"";"SMALLCAPS";"SACYR EUR 2.450 1,98 2.297 2,60";3.3;"Agosto";2024;389;3.11;3.102;0.851063829787235;2024-09-11 12:54:50
"SEDG";31;"";"NEWENERGY";"SOLAREDGE TECHNO USD 833 1,53 -- --";1.03;"Diciembre";2023;390;18.97;17.85;6.4627450980392;2024-09-11 12:54:50
"SEH.F";NA;"";"BOLSAINTERNACIONAL";"SHIN-ETSU CHEMICAL JPY 1.890 0,69 -- --";0.69;"Diciembre";2023;391;35.63;35.7;-0.135294117647059;2024-09-11 12:54:50
"SGMR.DU";31;"";"NEWENERGY";"STMICROELECTRONICS N EUR 950 1,82 -- --";2.35;"Diciembre";2023;392;25;25.8;-7.28682170542636;2024-09-11 12:54:50
"SGO.PA";31;"Estimado";"NEWENERGY";"SAINT GOBAIN EUR 450 0,99 -- --";2.98;"Junio";2023;393;76.86;77.38;-2.00258464719564;2024-09-11 12:54:50
"SGRO.L";31;"";"SECTORINMOBILIARIO";"SEGRO PLC GBP 467 4,31 1.773 3,95";3.25;"Agosto";2024;394;884.6;890.6;-2.18953514484617;2024-09-11 12:54:50
"SHELL.AS";31;"";"BOLSAEUROPA";"SHELL PLC EUR 1.540 1,66 -- --";2.46;"Agosto";2024;395;29.99;30.075;-0.695261845386541;2024-09-11 12:54:50
"SHELL.AS";31;"";"BOLSAINTERNACIONAL";"SHELL PLC EUR 621 0,71 -- --";0.65;"Diciembre";2023;395;29.99;30.075;-0.18370739817124;2024-09-11 12:54:50
"SHL.SG";31;"";"SANIDAD";"SIEMENS HEALTHINEERS EUR 5.756 0,98 -- --";1.42;"Diciembre";2023;396;49.9;49.86;0.113918973124747;2024-09-11 12:54:50
"SIE.DE";31;"";"BOLSAINTERNACIONAL";"SIEMENS AG EUR 980 1,45 823 1,35";0.87;"Diciembre";2023;397;162.14;162.36;-0.117886178861803;2024-09-11 12:54:50
"SIE.DE";31;"";"BOLSAEUROPA";"SIEMENS AG EUR 1.748 0,96 2.092 1,50";1.39;"Diciembre";2023;397;162.14;162.36;-0.188346883468858;2024-09-11 12:54:50
"SIE.DE";31;"";"NEWENERGY";"SIEMENS AG EUR 1.190 2,18 999 2,51";2.31;"Diciembre";2023;397;162.14;162.36;-0.31300813008134;2024-09-11 12:54:50
"SLR.MC";15;"Estimado";"SMALLCAPS";"SOLARIA ENERGIA EUR 1.545 1,25 -- --";1.79;"Marzo";2024;398;11.71;11.38;5.19068541300527;2024-09-11 12:54:50
"SN.L";NA;"";"BOLSAEUROPA";"SMITH_NEPHEW GBP 621 0,78 -- --";0.78;"Diciembre";2023;399;1202;1208.5;-0.419528340918494;2024-09-11 12:54:50
"SNN";NA;"";"SANIDAD";"SMITH_NEPHEW GBP 12.162 2,52 15.852 2,94";2.46;"Diciembre";2023;400;31.49;31.64;-1.16624525916563;2024-09-11 12:54:50
"SOI.PA";NA;"";"TECNOLOGICO";"SOITEC EUR 2.427 0,49 -- --";0.49;"Diciembre";2023;401;103.7;105.3;-0.744539411206075;2024-09-11 12:54:50
"SONVY";31;"";"SANIDAD";"SONOVA HOLDING AG CHF 2.393 0,57 2.248 0,55";0.65;"Diciembre";2023;402;70.98;70.25;0.675444839857655;2024-09-11 12:54:50
"SPGI";31;"";"FINANCIERO";"S_P GLOBAL USD 183 2,22 173 2,04";2.22;"Diciembre";2023;403;513.29;519.95;-2.84358111356865;2024-09-11 12:54:50
"SPGI";NA;"";"GLOBAL";"S_P GLOBAL USD 8.268 1,54 -- --";2.57;"Agosto";2023;403;513.29;519.95;-3.29189345129343;2024-09-11 12:54:50
"SPI";14;"";"MEGATRENDS";"SPIE SA EUR 10.740 2,21 11.360 2,26";2.43;"Junio";2024;404;0.3769;0.2994;62.9008016032064;2024-09-11 12:54:50
"SPIE.PA";15;"Estimado";"NEWENERGY";"SPIE SA EUR 1.286 2,36 -- --";2.98;"Junio";2024;405;36.12;36.06;0.495840266222922;2024-09-11 12:54:50
"SREN.SW";NA;"";"BOLSAEUROPA";"SWISS RE CHF 458 0,57 -- --";0.57;"Diciembre";2023;406;114.6;115.35;-0.370611183355006;2024-09-11 12:54:50
"SRT3.VI";NA;"";"SMALLCAPS";"SARTORIUS AG EUR 1.744 1,41 2.401 2,71";0.95;"Diciembre";2023;407;252.1;253.2;-0.412717219589255;2024-09-11 12:54:50
"SSE.L";31;"";"NEWENERGY";"SSE PLC GBP 1.069 1,96 1.048 2,64";4.86;"Agosto";2024;408;1987.5;1980;1.84090909090909;2024-09-11 12:54:50
"SSEZY";31;"";"SECTORINMOBILIARIO";"SSE PLC GBP 193 1,12 -- --";1.63;"Diciembre";2023;409;26.26;26.23;0.186427754479611;2024-09-11 12:54:50
"STMN.SW";31;"";"SANIDAD";"STRAUMANN CHF 2.812 0,67 2.516 0,62";0.8;"Diciembre";2023;410;118.8;117.65;0.781980450488732;2024-09-11 12:54:50
"SU.PA";30;"";"MEGATRENDS";"SCHNEIDER EUR 6.903 2,11 6.270 2,46";2.43;"Junio";2024;411;220.05;219.9;0.165757162346527;2024-09-11 12:54:50
"SU.PA";15;"Estimado";"NEWENERGY";"SCHNEIDER EUR 1.068 1,96 -- --";2.98;"Junio";2024;411;220.05;219.9;0.203274215552532;2024-09-11 12:54:50
"SU.PA";NA;"";"BOLSAINTERNACIONAL";"SCHNEIDER EUR 1.454 0,53 -- --";0.53;"Diciembre";2023;411;220.05;219.9;0.0361527967257858;2024-09-11 12:54:50
"SU.PA";31;"";"BOLSAEUROPA";"SCHNEIDER EUR 1.129 1,22 -- --";1.25;"Diciembre";2023;411;220.05;219.9;0.0852660300136458;2024-09-11 12:54:50
"SUI";31;"";"SECTORINMOBILIARIO";"SUN COMMUNITIES USD 341 1,62 139 1,00";1.41;"Diciembre";2023;412;140.53;141.4;-0.867538896746822;2024-09-11 12:54:50
"SVT.L";NA;"";"SECTORINMOBILIARIO";"SEVERN TRENT PLC GBP 36 0,27 -- --";0.27;"Diciembre";2023;413;2690;2694;-0.0400890868596882;2024-09-11 12:54:50
"SY1.BE";NA;"";"BOLSAEUROPA";"SYMRISE AG EUR 947 1,19 -- --";1.19;"Diciembre";2023;414;120.15;120.55;-0.394856905848187;2024-09-11 12:54:50
"SYK";17342;"56";"BESTIDEAS";"STRYKER CORP";3.475527998;"320.35211";346.84;415;365.445;365.05;0.376067267281177;2024-09-11 12:54:50
"SYY.BE";NA;"";"DIVIDENDO";"SYSCO CORPORATION USD 6.625 2,02 5.101 1,48";2.02;"Diciembre";2023;416;69.46;70.98;-4.32572555649482;2024-09-11 12:54:50
"T";31;"";"BOLSAINTERNACIONAL";"AT T INC USD 413 0,61 377 0,62";0.72;"Diciembre";2023;417;21.29;21.71;-1.39290649470291;2024-09-11 12:54:50
"T";31;"";"BOLSAUSA";"AT_T INC USD 1.239 1,80 1.130 1,85";0.47;"Diciembre";2023;417;21.29;21.71;-0.909258406264398;2024-09-11 12:54:50
"T";15;"Estimado";"DIVIDENDO";"AT_T INC USD 7.603 2,21 6.363 2,23";2.35;"Julio";2024;417;21.29;21.71;-4.54629203132199;2024-09-11 12:54:50
"TATE.L";15;"Estimado";"SMALLCAPS";"TATE  LYLE GBP";1.79;"Marzo";2024;418;674.5;685;-2.74379562043796;2024-09-11 12:54:50
"TEF.MC";63077.2;"15310";"BESTIDEAS";"Telefónica, S.A.";10.95818855;"1165.2009";4;419;4.211;4.178;8.65534279918631;2024-09-11 12:54:50
"TEF.MC";31;"";"BOLSAESPANA";"TELEFONICA EUR 687 1,44 746 1,56";1.62;"Diciembre";2023;419;4.211;4.178;1.27955959789374;2024-09-11 12:54:50
"TEP.PA";31;"";"SMALLCAPS";"TELEPERFORMANCE EUR 3.109 1,19 2.520 0,92";1.14;"Diciembre";2023;420;97.14;96.86;0.329547800949826;2024-09-11 12:54:50
"TEP.PA";31;"";"BOLSAEUROPA";"TELEPERFORMANCE EUR 779 0,83 -- --";1.34;"Diciembre";2023;420;97.14;96.86;0.387363204625234;2024-09-11 12:54:50
"TGS.OL";31;"";"SMALLCAPS";"TGS ASA NOK 504 0,61 536 0,57";1.18;"Diciembre";2023;421;103.7;101.9;2.08439646712463;2024-09-11 12:54:50
"TLGO.MC";31;"";"BOLSAESPANA";"TALGO S.A. EUR 503 1,05 486 1,02";1.04;"Diciembre";2023;422;3.46;3.43;0.909620991253638;2024-09-11 12:54:50
"TM5.MU";NA;"";"BOLSAUSA";"T-MOBILE US USD 392 0,32 -- --";0.32;"Diciembre";2023;423;176.94;176.2;0.134392735527811;2024-09-11 12:54:50
"TMO";31;"";"SANIDAD";"THERMO FISHER USD 3.969 0,94 3.889 0,96";1.36;"Diciembre";2023;424;613.71;624.21;-2.28769164223579;2024-09-11 12:54:50
"TN8.F";NA;"";"BOLSAUSA";"THERMO FISHER USD 1.058 0,87 -- --";0.87;"Diciembre";2023;425;556.6;560.3;-0.574513653399954;2024-09-11 12:54:50
