"ticker";"idorden";"nada";"fondo";"accion";"porcentaje";"mes";"ano";"id";"ultimo";"previo";"repercusion";"diahora"
"CMCS.VI";NA;"";"BOLSAUSA";"COMCAST CORP USD 794 0,66 -- --";0.66;"Diciembre";2023;156;34.85;35.625;-1.43578947368421;2024-09-11 12:54:50
"CMCSA";31;"";"BOLSAINTERNACIONAL";"COMCAST CORP USD 692 1,03 -- --";0.77;"Diciembre";2023;157;38.766;39.14;-0.73576903423608;2024-09-11 12:54:50
"CME";31;"";"DIVIDENDO";"CME GROUP USD 4.179 2,61 -- --";2.12;"Diciembre";2023;158;216.92;218.48;-1.51373123398023;2024-09-11 12:54:50
"CNA.L";NA;"";"SECTORINMOBILIARIO";"CENTRICA GBP 88 0,66 -- --";0.66;"Diciembre";2023;159;117.4;119.5;-1.15983263598326;2024-09-11 12:54:50
"CNC";NA;"";"SANIDAD";"CENTENE CORP USD 6.723 1,39 12.366 2,29";1.39;"Diciembre";2023;160;72.78;71;3.48478873239437;2024-09-11 12:54:50
"CNC";16;"Estimado";"MEGATRENDS";"CENTENE CORP USD 7.938 1,74 -- --";2.43;"Junio";2024;160;72.78;71;6.09211267605634;2024-09-11 12:54:50
"COL.MC";31;"";"BOLSAESPANA";"COLONIAL EUR 1.032 2,16 1.003 2,10";1.23;"Diciembre";2023;161;6.15;6.145;0.100081366965028;2024-09-11 12:54:50
"COLG.VI";NA;"";"BOLSAUSA";"COLGATE- PALMOLIVE C USD 498 0,41 -- --";0.41;"Diciembre";2023;162;95.86;97.29;-0.602631308459248;2024-09-11 12:54:50
"COP";31;"";"BOLSAUSA";"CONOCO USD 2.088 2,01 1.713 1,64";0.52;"Diciembre";2023;163;102.91;104;-0.545000000000002;2024-09-11 12:54:50
"COP.DE";NA;"";"SMALLCAPS";"COMPUGROUP MEDICAL EUR 2.120 1,71 1.692 1,91";1.45;"Diciembre";2023;164;13.7;13.89;-1.98344132469404;2024-09-11 12:54:50
"COR.LS";NA;"Estimado";"SMALLCAPS";"CORTICEIRA AMORIM EUR 2.321 1,87 1.744 1,97";1.5;"Diciembre";2023;165;9.11;9.14;-0.492341356673979;2024-09-11 12:54:50
"COST";NA;"";"BOLSAUSA";"COSTCO WHOLESALE USD 1.196 0,99 -- --";0.99;"Diciembre";2023;166;894.245;894.29;-0.00498160551945784;2024-09-11 12:54:50
"CRM";31;"";"GLOBAL";"SALESFORCE.COM USD 3.793 0,69 2.914 0,57";1.36;"Diciembre";2023;167;248.51;246.16;1.29834254143646;2024-09-11 12:54:50
"CRM";31;"";"BOLSAUSA";"SALESFORCE.COM USD 1.445 2,10 1.457 2,38";1.58;"Diciembre";2023;167;248.51;246.16;1.50836854078648;2024-09-11 12:54:50
"CRM";NA;"";"BOLSAINTERNACIONAL";"SALESFORCE USD 2.860 1,04 3.292 1,52";1.04;"Diciembre";2023;167;248.51;246.16;0.992850178745529;2024-09-11 12:54:50
"CRM";31;"";"TECNOLOGICO";"SALESFORCE.COM USD 7.225 1,83 7.286 2,05";1.2;"Diciembre";2023;167;248.51;246.16;1.14559636009099;2024-09-11 12:54:50
"CRWD";31;"";"TECNOLOGICO";"CROWDSTRIKE HOLDINGS USD 1.574 0,40 -- --";2.33;"Diciembre";2023;168;251.336;247.74;3.38204569306531;2024-09-11 12:54:50
"CS.PA";15;"";"FINANCIERO";"AXA SA EUR 324 4,10 276 4,29";3.27;"Agosto";2024;169;35.3;34.96;3.18020594965672;2024-09-11 12:54:50
"CS.PA";31;"";"DIVIDENDO";"AXA SA EUR 8.085 4,43 8.131 4,47";2.9;"Agosto";2024;169;35.3;34.96;2.82036613272308;2024-09-11 12:54:50
"CS.PA";31;"";"BOLSAINTERNACIONAL";"AXA SA EUR 602 0,76 -- --";2.27;"Agosto";2024;169;35.3;34.96;2.20766590389014;2024-09-11 12:54:50
"CSCO";31;"";"TECNOLOGICO";"CISCO SYSTEM USD 6.613 1,67 5.494 1,54";1.39;"Diciembre";2023;170;48.74;48.79;-0.142447222791548;2024-09-11 12:54:50
"CSCO";31;"";"BOLSAINTERNACIONAL";"CISCO SYSTEM USD 214 0,45 241 0,60";0.81;"Diciembre";2023;170;48.74;48.79;-0.0830088132814054;2024-09-11 12:54:50
"CSCO";NA;"";"DIVIDENDO";"CISCO SYSTEM USD 5.034 1,53 -- --";2.41;"Agosto";2023;170;48.74;48.79;-0.24697683951628;2024-09-11 12:54:50
"CSCO";31;"";"BOLSAUSA";"CISCO SYSTEM USD 1.984 2,89 1.648 2,69";0.8;"Diciembre";2023;170;48.74;48.79;-0.0819840131174375;2024-09-11 12:54:50
"CSX";NA;"";"SECTORINMOBILIARIO";"Csx Corporate USD";3.07;"Agosto";NA;171;33.215;33.51;-2.70262608176659;2024-09-11 12:54:50
"CTPNV.AS";NA;"";"SECTORINMOBILIARIO";"CTP NV EUR 108 0,81 -- --";0.81;"Diciembre";2023;172;16.44;16.36;0.396088019559911;2024-09-11 12:54:50
"CVS";31;"";"BOLSAUSA";"CVS USD 1.924 2,80 1.677 2,74";0.89;"Diciembre";2023;173;55.555;56.94;-2.16482262030207;2024-09-11 12:54:50
"CVS";31;"";"SANIDAD";"CVS USD 4.390 1,04 3.827 0,94";1.01;"Diciembre";2023;173;55.555;56.94;-2.45670881629785;2024-09-11 12:54:50
"CVX";NA;"";"BOLSAINTERNACIONAL";"CHEVRON USD 2.702 0,99 -- --";0.99;"Diciembre";2023;174;137.925;138.23;-0.218440280691585;2024-09-11 12:54:50
"CVX";NA;"";"BOLSAUSA";"CHEVRON USD 288 0,24 -- --";1.12;"Diciembre";2023;174;137.925;138.23;-0.247124357954117;2024-09-11 12:54:50
"CWK.L";31;"";"SMALLCAPS";"CRANSWICK GBP 3.036 1,84 -- --";2.34;"Agosto";2023;175;4650;4685;-1.74813233724653;2024-09-11 12:54:50
"DB1.DE";31;"";"FINANCIERO";"DEUTSCHE BOERSE AG EUR 213 2,69 209 3,25";1.9;"Diciembre";2023;176;205.8;207.2;-1.28378378378376;2024-09-11 12:54:50
"DBX";31;"";"TECNOLOGICO";"DROPBOX USD 6.137 1,55 7.265 2,04";1.31;"Diciembre";2023;177;23.93;23.38;3.08169375534645;2024-09-11 12:54:50
"DE";NA;"";"BOLSAUSA";"DEERE_CO USD 543 0,45 -- --";0.45;"Diciembre";2023;178;386.65;387.3;-0.0755228505034896;2024-09-11 12:54:50
"DG.PA";31;"Estimado";"SECTORINMOBILIARIO";"VINCI SA EUR 128 1,18 1.112 2,48";2.21;"Julio";2024;179;109.9;109.85;0.100591715976354;2024-09-11 12:54:50
"DG.PA";31;"";"DIVIDENDO";"VINCI SA EUR 2.687 1,10 -- --";1.44;"Diciembre";2023;179;109.9;109.85;0.0655439235321041;2024-09-11 12:54:50
"DGE.L";31;"";"BOLSAEUROPA";"DIAGEO GBP 4.539 2,49 2.268 1,62";0.78;"Diciembre";2023;180;2434;2417;0.548613984278031;2024-09-11 12:54:50
"DHR";NA;"";"BOLSAUSA";"DANAHER CORP USD 775 0,64 -- --";0.64;"Diciembre";2023;181;271.66;274.72;-0.712871287128713;2024-09-11 12:54:50
"DHR";NA;"";"SANIDAD";"DANAHER CORP USD 6.160 1,14 -- --";1;"Diciembre";2023;181;271.66;274.72;-1.11386138613861;2024-09-11 12:54:50
"DIS";31;"";"BOLSAUSA";"WALT DISNEY CO USD 1.022 1,49 964 1,57";0.44;"Diciembre";2023;182;87.97;88.4;-0.21402714932127;2024-09-11 12:54:50
"DIS";31;"";"BOLSAINTERNACIONAL";"WALT DISNEY CO USD 1.673 1,90 1.430 1,60";1.19;"Diciembre";2023;182;87.97;88.4;-0.578846153846163;2024-09-11 12:54:50
"DIS";31;"";"GLOBAL";"WALT DISNEY CO USD 10.456 1,89 9.858 1,93";2.1;"Diciembre";2023;182;87.97;88.4;-1.0214932126697;2024-09-11 12:54:50
"DIS";31;"";"TECNOLOGICO";"WALT DISNEY CO USD 4.385 1,43 5.036 1,74";1.27;"Diciembre";2023;182;87.97;88.4;-0.617760180995485;2024-09-11 12:54:50
"DLN.L";NA;"";"SMALLCAPS";"DERWENT LONDON GBP 1.087 0,89 -- --";0.89;"Diciembre";2023;183;2434;2446;-0.436631234668847;2024-09-11 12:54:50
"DLR";31;"Estimado";"SECTORINMOBILIARIO";"DIGITAL REALTY TRUST USD 134 1,24 685 1,53";2.21;"Julio";2023;184;158.185;156.76;2.00896274559838;2024-09-11 12:54:50
"DNB.OL";31;"";"FINANCIERO";"DNB ASA NOK 54 0,69 -- --";2.17;"Diciembre";2023;185;212.2;214.7;-2.52678155565906;2024-09-11 12:54:50
"DOM.MC";31;"";"BOLSAESPANA";"GLOBAL DOMINION EUR 1.119 2,35 978 2,04";1.58;"Diciembre";2023;186;2.835;2.835;0;2024-09-11 12:54:50
"DOM.MC";NA;"";"SMALLCAPS";"GLOBAL DOMINION EUR 1.401 1,13 -- --";1.11;"Diciembre";2023;186;2.835;2.835;0;2024-09-11 12:54:50
"DRI";31;"";"DIVIDENDO";"DARDEN RESTAURANTS USD 3.360 1,18 -- --";1.99;"Diciembre";2023;187;156.4;155.61;1.01028211554526;2024-09-11 12:54:50
"DRX.L";NA;"";"BOLSAEUROPA";"DRAX GROUP GBP 846 1,06 -- --";1.06;"Diciembre";2023;188;648;650.5;-0.407378939277479;2024-09-11 12:54:50
"DTE.DE";31;"Estimado";"BOLSAINTERNACIONAL";"DEUTSCHE TELEKOM AG EUR 547 0,81 477 0,78";1.74;"Febrero";2024;189;26.26;26.11;0.999617004978949;2024-09-11 12:54:50
"DTE.DE";31;"";"DIVIDENDO";"DEUTSCHE TELEKOM AG EUR 4.550 2,84 3.963 2,32";2.12;"Diciembre";2023;189;26.26;26.11;1.21792416698585;2024-09-11 12:54:50
"DTE.DE";NA;"";"BOLSAEUROPA";"DEUTSCHE TELEKOM AG EUR 699 0,67 -- --";0.63;"Diciembre";2023;189;26.26;26.11;0.361930294906171;2024-09-11 12:54:50
"DUE.MU";NA;"";"SMALLCAPS";"DUERR AG EUR 1.689 1,36 2.269 2,56";0.99;"Diciembre";2023;190;18.13;17.94;1.04849498327758;2024-09-11 12:54:50
"ECONB.BR";NA;"";"SMALLCAPS";"ECONOCOM GROUP EUR 1.682 1,36 1.406 1,59";1.33;"Diciembre";2023;191;2.01;2.055;-2.91240875912411;2024-09-11 12:54:50
"ED";31;"";"NEWENERGY";"Consolidated Edison INC [Utilities] USD";3.76;"Agosto";2024;192;103.61;104.97;-4.87148709154996;2024-09-11 12:54:50
"EDP.LS";31;"";"DIVIDENDO";"ENERGIAS DE PORTUGAL EUR 3.226 2,01 3.416 2,00";2.03;"Diciembre";2023;193;4.106;4.065;2.04747847478472;2024-09-11 12:54:50
"EDP.LS";31;"";"NEWENERGY";"ENERGIAS DE PORTUGAL EUR 1.121 2,05 1.187 2,98";4.33;"Agosto";2024;193;4.106;4.065;4.36728167281667;2024-09-11 12:54:50
"EL";31;"";"BOLSAUSA";"ESTEE LAUDER USD 248 0,36 218 0,36";0.11;"Diciembre";2023;194;83.74;85.13;-0.179607658874662;2024-09-11 12:54:50
"EL";15;"Estimado";"GLOBAL";"ESTEE LAUDER USD 13.497 2,44 11.861 2,32";2.37;"Mayo";2024;194;83.74;85.13;-3.86972865029954;2024-09-11 12:54:50
"EL";31;"";"BOLSAINTERNACIONAL";"ESTEE LAUDER USD 607 0,61 -- --";0.36;"Diciembre";2023;194;83.74;85.13;-0.587806883589804;2024-09-11 12:54:50
"EL.PA";31;"";"SANIDAD";"ESSILORLUXOTTICA EUR 8.215 1,95 7.546 1,85";1.53;"Diciembre";2023;195;209.3;210.3;-0.72753209700428;2024-09-11 12:54:50
"EL.PA";28;"";"GLOBAL";"ESSILORLUXOTTICA EUR 11.229 2,03 10.315 2,02";1.49;"Diciembre";2023;195;209.3;210.3;-0.708511650023776;2024-09-11 12:54:50
"EL.PA";31;"";"BOLSAINTERNACIONAL";"ESSILORLUXOTTICA EUR 666 0,99 412 0,67";0.66;"Diciembre";2023;195;209.3;210.3;-0.313837375178317;2024-09-11 12:54:50
"EL.PA";31;"";"BOLSAEUROPA";"ESSILORLUXOTTICA EUR 3.267 2,31 4.989 2,76";1.43;"Diciembre";2023;195;209.3;210.3;-0.67998097955302;2024-09-11 12:54:50
"ELE.MC";31;"";"BOLSAESPANA";"ENDESA S.A. EUR 1.173 2,46 1.162 2,43";2.38;"Diciembre";2023;196;19.675;19.69;-0.181310309801937;2024-09-11 12:54:50
"ELIS.PA";NA;"";"SMALLCAPS";"ELIS SA EUR 1.168 0,94 1.037 1,17";1.01;"Diciembre";2023;197;18.38;18.25;0.719452054794515;2024-09-11 12:54:50
"ELV";31;"Estimado";"SANIDAD";"ELEVANCE HEALTH USD 16.101 2,62 15.466 2,69";2.46;"Mayo";2024;198;541.24;544.15;-1.31555637232379;2024-09-11 12:54:50
